LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
,4,,1,5.0,,,,0 days 00:45:46.941000,,,,
,27,,2,1.0,,,,0 days 00:45:46.941000,,,,
,6,,1,4.0,,,,0 days 00:45:51.941000,,,,
,10,,1,4.0,,,,0 days 00:45:56.955000,,,,
,31,,2,4.0,,,,0 days 00:46:06.930000,,,,
,63,,2,5.0,,,,0 days 00:46:11.940000,,,,
13.0,63,0 days 00:01:17.648000,2,,,,,0 days 00:46:11.987000,,,,
,1,,0,,,,,0 days 00:46:16.205000,0.0,,,
9.0,1,0 days 00:01:17.477000,1,,,,,0 days 00:46:16.205000,1.0,,,
,1,,1,3.0,,,,0 days 00:46:16.941000,,,,
,14,,1,6.0,,,,0 days 00:46:16.941000,,,,
,7,,1,2.0,,,,0 days 00:46:21.946000,,,,
12.0,7,0 days 00:01:47.066000,1,,,,,0 days 00:46:22.407000,,,,
,16,,2,3.0,,,,0 days 00:46:26.954000,,,,
,16,,3,3.0,SOFT,False,1,0 days 00:46:26.954000,0.0,,3.0,
,55,,3,4.0,,,,0 days 00:46:26.954000,,,,
,30,,2,6.0,,,,0 days 00:46:36.947000,,,,
,5,,2,4.0,,,,0 days 00:46:41.992000,,,,
,18,,2,6.0,,,,0 days 00:46:56.953000,,,,
12.0,18,0 days 00:01:50.512000,2,,,,,0 days 00:46:57.282000,,,,
,12,,3,5.0,,,,0 days 00:47:01.953000,,,,
,27,,2,2.0,,,,0 days 00:47:01.953000,,,,
14.0,12,0 days 00:01:46.096000,3,,,,,0 days 00:47:02.567000,,,,
,27,,1,,,,,0 days 00:47:02.567000,0.0,,,
8.0,27,0 days 00:01:17.772000,2,,,,,0 days 00:47:02.567000,1.0,,,
,6,,0,,,,,0 days 00:47:05.926000,0.0,,,
15.0,6,0 days 00:01:17.019000,1,,,,,0 days 00:47:05.926000,1.0,,,
,6,,1,5.0,,,,0 days 00:47:06.958000,,,,
,23,,1,3.0,,,,0 days 00:47:06.958000,,,,
,23,,2,3.0,SOFT,False,1,0 days 00:47:06.958000,0.0,,3.0,
,31,,2,5.0,,,,0 days 00:47:21.963000,,,,
